id,college_name,survey_year,name,hostel_type,intake_capacity,students_residing
12785,"RAJAT GIRLS DEGREE COLLEGE, PANCHVATI",2015,"Rajat Girls Hostel, Shakti Nagar Lucknow",Girls Hostel,100,100
52491,SHARADA NURSING INSTITUTE,2015,sharada boys hostel,Boys Hostel,30,2
12767,"RAJAT WOMEN'S COLLEGE OF EDUCATION AND MANAGEMENT, CHINHAT",2015,"Rajat Girls Hostel, Shakti Nagar Lucknow",Girls Hostel,100,100
11471,"H.P. College of Education, Mauja Majeth, P.O. Totu, Shimla-11",2015,Hostel,Others,50,4
13990,"Yerala Medical Trust Ayurved College, Kharghar, Navi Mumbai",2015,Dr. G. D. Pol Hostel,Boys Hostel,64,64
13990,"Yerala Medical Trust Ayurved College, Kharghar, Navi Mumbai",2015,Dr. G. D. Pol Hostel,Girls Hostel,136,136
44069,Chintamani Sanskrit College,2015,PANINI HOSTEL,Boys Hostel,40,40
6643,L N PATEL COLLEGE OF COMP,2015,Girls Hostel,Girls Hostel,100,0
11093,"Hon.Shri Annasaheb Dange College of Education (B.Ed..), Ashta",2015,Sant Dnyaneshwar Girls Hostel,Girls Hostel,50,0
11093,"Hon.Shri Annasaheb Dange College of Education (B.Ed..), Ashta",2015,Sant Dnyaneshwar Boys Hostel,Boys Hostel,50,0
47582,"SREE SIDDALINGESHWARA BA INTEGRATED KANNADA PANDIT COLLEGE, TUMKUR",2015,Sree Siddaganga Mutt Hostel,Boys Hostel,200,76
6642,SHRI U P ARTS & SMT MGP SCI & SHRI VLS COMM COLLEGE,2015,Girls Hostel,Girls Hostel,72,0
40379,D.R. Karigowda College of Pharmacy,2015,NDRK,Girls Hostel,100,42
417,"BABARIA INSTITUTE OF TECHNOLOGY,VARNAMA,VADODARA 005",2015,RUDRAKSHA ACADEMY PVT. LTD ( BOYS),Boys Hostel,450,450
12792,"AZAD DEGREE COLLEGE, NARKUT, BANGLA BAZAR",2015,Abul Kalam Girls Hostel,Girls Hostel,60,2
56,"Government Polytechnic,Bhuj 621",2015,"Boys Hostel, G P Bhuj",Boys Hostel,48,44
6635,SIR P.T. SCIENCE COLLEGE Modasa,2015,M.L.GHANDHI HIGHER EDU.SOCIETY RUN BY HOSTEL,Boys Hostel,400,80
6635,SIR P.T. SCIENCE COLLEGE Modasa,2015,M.L.GHANDHI HIGHER EDU.SOCIETY RUN BY HOSTEL,Girls Hostel,100,50
7179,Shree Sahjanand Institute of Nursing College,2015,Shree Sahajanand Grukul,Girls Hostel,300,300
46802,"KUNWAR HARIBANSH SINGH INSTITUTE OF MANAGEMENT, JAUNPUR",2015,Kunwar Haribansh Singh Boys Hostel,Boys Hostel,40,14
42507,"SITA DEVI GIRLS MAHAVIDYALAYA, BARAUSA, SULTANPUR",2015,sita devi girls hostel,Girls Hostel,300,150
20335,"Mahanirvan Ved Mahavidyalaya, Daraganj, Prayag",2015,NIRVANI CHATRAVAS,Boys Hostel,160,40
24989,Edayathangudy G.S.Pillay Engineering College,2015,G.S.P.JOTHIMANI HOSTEL,Boys Hostel,300,175
48249,KUMARAN INSTITUTE OF TECHNOLOGY,2015,KIT BOY'S HOSTEL,Boys Hostel,50,0
25029,Cauvery College of Engineering and Technology,2015,RANA GIRLS HOSTEL,Girls Hostel,90,26
33832,Mahatma Education SocietysPillais Institute of anagement Studies and Research Composite College Complex Campus Plot No.10 Sector-16 Podi No.2 New Panvel 410 206,2015,"Pillai Boys Hostel, New Panvel",Boys Hostel,120,25
11045,"College of Non Conventional Courses for Women, C/o SIBER",2015,SIBER LADIES HOSTAL,Girls Hostel,127,60
11045,"College of Non Conventional Courses for Women, C/o SIBER",2015,SIBER WORKING WOMENS HOSTEL,Girls Hostel,60,3
20030,"Shri Sanyasi Sanskrit Mahavidyalaya, Dhundhiraj Gali",2015,Boys Hostel,Boys Hostel,50,15
6923,"Pallagatti Adavappa Arts and Commerce First Grade College, Tiptur",2015,Kalpataru Boys Hostel,Boys Hostel,338,30
603,"Dinshaw Daboo Law College, Navsari",2015,The college does have hostel but it is closed since last couple of years due to lack of students,Others,200,0
22152,"Akal Degree College for Women, Sangrur",2015,Akal Degree College For Women Sangrur,Girls Hostel,200,21
13506,"Dhirendra Mahila Mahavidyalaya, Karmajitpur, Sundarpur, Varanasi",2015,DM Hostle,Girls Hostel,100,100
9564,Sri Vijay Vidyalaya College of Arts and Science,2015,Sri Vijay Vidyalaya,Girls Hostel,250,85
19039,Jhargram Raj College,2015,VIDYASAGAR CHATRABAS,Boys Hostel,96,82
19039,Jhargram Raj College,2015,GIRL'S HOSTEL,Girls Hostel,65,64
28392,J.B. Knowledge Park,2015,JB KNOWLEDGE PARK GIRLS HOSTEL,Girls Hostel,17,6
45283,"P D U HOSPITAL GOVERNMENT COLLEGE OF NURSING, RAJKOT",2015,"Government Nursing College, Hostel",Girls Hostel,52,38
17852,S. S. Agrawal College of Nursing Training College and Research Centre,2015,AGRAWAL EDUCATION FOUNDATION HOSTEL,Girls Hostel,120,89
11220,"Kolhapur Institute of Technology's Institute of Management Education and Research, GOKUL-SHIRGAON, Kolhapur",2015,KIT's Boys Hostel,Boys Hostel,316,5
11220,"Kolhapur Institute of Technology's Institute of Management Education and Research, GOKUL-SHIRGAON, Kolhapur",2015,KIT's Girls Hostel,Girls Hostel,90,6
11240,"Yashwantrao Chavan Institute of Science, Satara",2015,Laxmibai Naiknimbalkar Girls Hostel,Girls Hostel,235,235
10477,Khalsa Institute of Management and Technology for Women,2015,MMK Hostel,Girls Hostel,300,65
7402,"Late Ramesh Warpudkar Arts & Commerce College, Sonpeth",2015,"Smt. Nirmalabai Kadam Ladies Hostel, Sonpeth",Girls Hostel,23,0
10996,"Kolhapur Institute of Technology's College of Engineering, GOKUL-SHIRGAON",2015,KIT's College of Engineering,Boys Hostel,300,300
7070,Dwijendralal College,2015,Dwijendralal College Hostel,Girls Hostel,50,0
16397,"College of Nursing , North Bengal Medical College",2015,"College of Nursing, NBMCH, Hostel,",Girls Hostel,256,60
11230,"Ashokrao Mane College of Pharmacy,Peth-Vadgaon",2015,Shri Balasaheb Mane Shikshan Prasarak Mandal Amabp's Hostel,Boys Hostel,50,42
11018,Karmaveer Bhaurao Patil College of Engineering and Polytechnic,2015,KBP ENGINEERING GIRLS HOSTEL,Girls Hostel,60,60
11099,"Annasaheb Dange College of Engineering and Technology, ASHTA",2015,Boys Hostel 1,Boys Hostel,225,225
11099,"Annasaheb Dange College of Engineering and Technology, ASHTA",2015,Boys Hostel 2,Boys Hostel,225,225
11099,"Annasaheb Dange College of Engineering and Technology, ASHTA",2015,Girls Hostel 1,Girls Hostel,200,200
9051,"B202 Amareshwar Degree College,Aurad(B)",2015,Girls Hostel,Girls Hostel,50,0
49675,ARADHANA B Ed COLLEGE,2015,ARADHANA KANYA CHHATRALAY,Girls Hostel,100,9
36208,"""Maharana Pratap College of Technology, Putli Ghar Road, Near Jiwaji University, Gwalior-474006""",2015,Girls Hostel,Girls Hostel,80,30
13744,"Grant Medical Foundation, Ruby Hall Clinics Tehmi Grant Institute of Nursing, Pune. (B.Sc.)",2015,Tehmi Grant Institute of Nursing Education,Girls Hostel,160,93
10293,"Universal Institute of Management & Technology , Vill Ballopur, Lalru",2015,Girls Hostel,Girls Hostel,50,1
44733,Government Physical Education College for Women,2015,Nivedita House,Girls Hostel,50,33
6150,Bengal College of Pharmaceutical Sciences and Research 242,2015,Bikram Sarabhai,Boys Hostel,1000,100
35132,"Veena Vadini, Ayurvedic College, Kanha Kunj Akbarpur Choona Bhatti, Kolar Road, Bhopal",2015,Veena vadini girls hostel,Girls Hostel,60,36
12082,"SACRED HEART DEGREE COLLEGE, NAIPALPUR,",2015,FR GERARD MEMORIAL GIRLS HOSTEL,Girls Hostel,50,46
23080,Regional Institute of Social Science of Research,2015,Ramadevi Girls Hostel,Girls Hostel,30,16
9146,"B206 Karnataka Arts Science & Commerce Degree College,Bidar",2015,"Karnatak Arts, Science and Commerce College",Girls Hostel,60,45
13488,"Sri Rajarajeshwari Samskrita College, Sirsi",2015,Shri Rajarajeshwari Student Hostel,Boys Hostel,120,95
1144,Shri Gopalkrishna Sanskrit Mahavidyalaya,2015,Gopal Krishna Sanatan Brahmcharyashram,Boys Hostel,150,85
45257,MUKTANAND SANSKRIT MAHAVIDHYALAYA,2015,Muktanivas Bhrahmanivas,Boys Hostel,30,11
50710,"V M SALGAOCAR INSTITUTE OF INTERNATIONAL HOSPITALITY EDUCATION, RAIA",2015,GIRLS HOSTEL,Girls Hostel,78,10
50710,"V M SALGAOCAR INSTITUTE OF INTERNATIONAL HOSPITALITY EDUCATION, RAIA",2015,BOYS HOSTEL,Boys Hostel,210,10
41991,"Pimpri Chinchwad Education Trusts College of Engineering, Nigdi, Pune 44",2015,Boys Hostel,Boys Hostel,210,210
41991,"Pimpri Chinchwad Education Trusts College of Engineering, Nigdi, Pune 44",2015,Girls Hostel,Girls Hostel,250,250
6683,NOOTAN VINAY MANDIR TRUST SANCHALIT BCA COLLEGE,2015,SCHEDULED TRIBE BOYS HOSTEL(H.N.G.U),Boys Hostel,204,3
108,"GOVERNMENT ENGINEERING COLLEGE, MODASA 016",2015,GOVERNMENT ENGINEERING COLLEGE HOSTEL Block B,Boys Hostel,132,132
108,"GOVERNMENT ENGINEERING COLLEGE, MODASA 016",2015,GOVERNMENT ENGINEERING COLLEGE HOSTEL Block D,Boys Hostel,48,48
42350,"NAVYUG MAHAVIDYALAYA, RATANPUR BARI, SULTANPUR",2015,SURSATTI UPADHYAY,Girls Hostel,200,200
42350,"NAVYUG MAHAVIDYALAYA, RATANPUR BARI, SULTANPUR",2015,RAM PRATAP UPADHYAY,Boys Hostel,200,200
15787,KASTUBAI COLLEGE OF EDUCATION ASHOK CHWOK SOLAPUR DIST-SOLAPUR 413 006 MAHARASHTRA,2015,S.A.P.D.J.Pathashala Boy's Hostel,Boys Hostel,20,0
15787,KASTUBAI COLLEGE OF EDUCATION ASHOK CHWOK SOLAPUR DIST-SOLAPUR 413 006 MAHARASHTRA,2015,S.A.P.D.J.Pathashala Girl's Hostel,Girls Hostel,20,0
40127,Adventist College of Nursing,2015,Gentry Boys Hostel,Boys Hostel,150,48
40127,Adventist College of Nursing,2015,Bertha Girls Hostel,Girls Hostel,110,103
40876,"P.S.College,Kolabira",2015,Girls Hostel,Girls Hostel,40,0
36964,SNT Global Academy of Management Studies and Technology,2015,Ladies Hostel,Girls Hostel,30,17
10456,"K.C Institute of Hotel Management, Nawansheher",2015,Girls Hostel,Girls Hostel,100,11
4126,Tolani Institute of Law,2015,Smr. Punibai Tolani Girls Hostel,Girls Hostel,181,2
4126,Tolani Institute of Law,2015,GCB Boys Hostel,Boys Hostel,198,1
4126,Tolani Institute of Law,2015,Boys Hostel,Boys Hostel,180,0
681,Smt. R. P. Chauhan Arts & Smt. J. K. Shah & Shri K. D. Shah Commerce College,2015,Women's Hostel,Girls Hostel,0,200
681,Smt. R. P. Chauhan Arts & Smt. J. K. Shah & Shri K. D. Shah Commerce College,2015,Boys Hostel,Boys Hostel,0,100
6782,SHRI BKKPSM BCA COLLEGE,2015,karnavat school hostel,Boys Hostel,50,0
23115,Xavier College of Hotel Management,2015,XCHM BOYS HOSTEL 1,Boys Hostel,40,38
23115,Xavier College of Hotel Management,2015,XCHM GIRLS HOSTEL,Girls Hostel,35,32
14000,"Tatyasaheb Kore Dental College & Research Centre, Pargaon Hatkanangle, Kolhapur",2015,Tatyasaheb Kore Girl's Hostel,Girls Hostel,150,135
14000,"Tatyasaheb Kore Dental College & Research Centre, Pargaon Hatkanangle, Kolhapur",2015,Tatyasaheb Kore Boy's Hostel,Boys Hostel,180,95
31908,Vivekanand College of Nursing,2015,School of Nursing Hostel,Girls Hostel,80,80
6196,Seacom Marine College 235,2015,SEACOM MARINE COLLEGE HOSTEL (GIRLS'),Girls Hostel,10,0
295,"GOVERNMENT ENGINEERING COLLEGE, BHUJ 015",2015,Boys Hostel-2,Boys Hostel,90,90
8831,"100100-G.H. RAISONI INSTITUTE OF ENGINEERING & MANAGEMENT, JALGAON.",2015,G.H.R.Education Foundation Society,Girls Hostel,175,37
459,"Dr. Dayaram Patel Pharmacy College (Diploma), Bardoli, Surat 406",2015,BPKM Sanchalit hostel,Girls Hostel,120,120
20423,"Shri Hariram Gopal Krishna Sanatan Dharma Sanskrit Mahavidyalaya, 24 Unchamandi, Prayag",2015,Hari Ram Gopal Krishna Hostel,Boys Hostel,120,62
29208,"Shaheed Kartar Singh Sarabha Ayurvedic College & Hospital, VPO Sarabha",2015,Boys Hostel,Boys Hostel,80,68
52144,KAMDAR INSTITUTE OF PHYSIOTHERAPY,2015,KAMDAR INSTITUTE OF PHYSIOTHERAPY,Girls Hostel,100,10
29410,"Govt Post Graduate College, Sector-11",2015,New Hostel,Boys Hostel,170,175
6723,KADVA PATEL BED COLLEGE,2015,UMIYA MAHILA HOSTEL,Girls Hostel,30,23
43317,"LEAD COLLEGE OF MANAGEMENT, DHONI",2015,LEAD BOYS HOSTEL,Boys Hostel,240,185
21432,"S. P. College, Srinagar",2015,Boys Hostel,Boys Hostel,94,94
24992,A.V.C. College of Engineering,2015,AVC College of Engineering Students Home,Boys Hostel,150,111
24992,A.V.C. College of Engineering,2015,AVC Womens Hostel,Girls Hostel,200,117
49847,B J Patel College of BCA,2015,"Punit Hostel, Bardoli",Others,250,2
94,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR 011",2015,CVM Hostel for Boy's,Boys Hostel,398,436
94,"G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V. NAGAR 011",2015,CVM Hostel for Girl's-2,Girls Hostel,73,74
17875,"Sarvajanik Intitute of Interior Design, Fine Arts & Performing Arts",2015,Sarvajanik Boys Hostel,Boys Hostel,10,5
21410,"Govt. Degree College Kupwara, Kashmir",2015,Boys Hostel,Boys Hostel,40,0
21410,"Govt. Degree College Kupwara, Kashmir",2015,Girls Hostel,Girls Hostel,40,0
37062,Sri Ganesh School of Business management,2015,SRI GANESH SCHOOL OF BUSINESS MANAGEMENT,Boys Hostel,100,15
605,Mahamandleshwar Shri Krishnandji Law College,2015,S.V.M. Hostel for Girls,Girls Hostel,90,88
131,"PARUL INSTITUTE OF ENGG. AND TECH., LIMDA, VAGHODIA 037",2015,Shantisadan Boys Hostel - A Block,Boys Hostel,531,531
131,"PARUL INSTITUTE OF ENGG. AND TECH., LIMDA, VAGHODIA 037",2015,Shantisadan Boys Hostel - International - Girls,Girls Hostel,20,20
131,"PARUL INSTITUTE OF ENGG. AND TECH., LIMDA, VAGHODIA 037",2015,Shantisadan Girls Hostel - A Block,Girls Hostel,111,111
131,"PARUL INSTITUTE OF ENGG. AND TECH., LIMDA, VAGHODIA 037",2015,Shantisadan Boys Hostel - Flats,Girls Hostel,30,30
814,"SMT. S.J.VARMORA B.B.A./B.C.A. MAHILA COLLEGE, WADHWANCITY",2015,K.P. GIRL'S HOSTEL,Girls Hostel,500,330
16403,"Woodlands College of Nursing,",2015,Woodlands School & College Hostel,Girls Hostel,400,266
33939,Mahatma Gandhi Missions Institute of Management Plot No1 Sector 18 Kamothe Navi Mumbai 410 209,2015,MGM Hostel,Boys Hostel,20,0
50677,NYSASDRI School of Journalism and Social Work,2015,NYSASDRI School of Journalism & Social Work,Boys Hostel,60,0
715,"Government B. Ed. College, Vansda",2015,BOYES HOSTEL,Boys Hostel,134,0
22926,Ranjit College of Education,2015,RANJIT COLLEGE OF EDUCATION,Girls Hostel,200,0
6840,SHRI SARASWATI GRAM VIDHYAPITH SAMODA GANWADA,2015,sarswati gram vidyapith hostel,Girls Hostel,50,0
6840,SHRI SARASWATI GRAM VIDHYAPITH SAMODA GANWADA,2015,sarswati gram vidyapith hostel,Boys Hostel,50,0
21404,"Govt. Degree College Bemina, Srinagar",2015,Boys Hostel,Boys Hostel,100,35
42804,Shyampur Siddheswari Mahavidyalaya,2015,Men's Hostel,Boys Hostel,14,14
45294,"BRAHMA SCHOOL OF BUSINESS, NAMAKKAL",2015,BSB Girls Hostel,Girls Hostel,24,8
45294,"BRAHMA SCHOOL OF BUSINESS, NAMAKKAL",2015,BSB Boys Hostel,Boys Hostel,84,17
6714,AJET COLLEGE OF EDUCATION RADHANPUR,2015,Amarjyot Girls Hostel,Girls Hostel,300,2
16983,"Poornaprajna Institute of Management, Udupi",2015,PIM Boys Hostel,Boys Hostel,22,22
22971,Vaishno Devi College of Education,2015,S.V.D College girls Hostel,Girls Hostel,50,0
47265,"KHAJA BANDA NAWAZ COLLEGE OF NURSING, GULBARGA",2015,K.B.N Girls Hostel,Girls Hostel,60,9
51507,Punjab Institute of Technology,2015,Boys Hostel No.1,Boys Hostel,70,0
48638,ANTONY BEd COLLEGE,2015,ANTONY B.ED. COLLEGE HOSTEL,Boys Hostel,50,26
48638,ANTONY BEd COLLEGE,2015,ANTONY B.ED. COLLEGE HOSTEL,Girls Hostel,50,23
51718,"CT Institute of Higher Studies, Jalandhar",2015,Boys Hostel,Boys Hostel,500,2
51718,"CT Institute of Higher Studies, Jalandhar",2015,Girls Hostel,Girls Hostel,250,8
46419,"NEELKANTH INSTITUTE OF TECHNOLOGY, MEERUT",2015,JAWAHAR BOYS HOSTEL,Boys Hostel,150,120
46419,"NEELKANTH INSTITUTE OF TECHNOLOGY, MEERUT",2015,SAROJANI GIRLS HOSTEL,Girls Hostel,100,50
20393,"Shri Laxmandas Yajurved Sanskrit Mahavidyalaya, Khurja",2015,L.D.S HOSTAL KHURJA,Others,10,10
47152,"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",2015,"UG Boys OLD Hostel, MDM Campus, Jodhpur",Boys Hostel,144,144
47152,"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",2015,"PG Hostel, MGH Jodhpur",Boys Hostel,32,32
47152,"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",2015,"PG Girls Hostel, MDM Campus, Jodhpur",Girls Hostel,16,16
47152,"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",2015,"UG Boys NEW Hostel, MDM Campus, Jodhpur",Boys Hostel,207,207
47152,"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",2015,"PG Hostel, UMAID, Jodhpur",Girls Hostel,32,32
47152,"DR S N MEDICAL COLLEGE AND HOSPITAL, JODHPUR",2015,"PG Boys Hostel, MDM Campus, Jodhpur",Boys Hostel,16,16
21922,"Salt Institute of Technology and Management, Salt",2015,Boys Hostel,Boys Hostel,24,4
21922,"Salt Institute of Technology and Management, Salt",2015,Girls Hostel,Girls Hostel,48,12
21922,"Salt Institute of Technology and Management, Salt",2015,Teaching Staff Hostel,Others,30,7
19042,Tamralipta Mahavidyalaya,2015,Girls' Hostel,Girls Hostel,34,34
19059,Raja Narendra Lal Khan Women's College,2015,Nibedita Bhawan,Girls Hostel,84,73
19059,Raja Narendra Lal Khan Women's College,2015,Prabhabati Bhawan,Girls Hostel,129,111
19059,Raja Narendra Lal Khan Women's College,2015,Bhagawati Bhawan,Girls Hostel,84,73
48645,ACHARYA JAGADISH CHANDRA ACADEMY B Ed COLLEGE,2015,AJCBED HOSTEL,Girls Hostel,60,25
11019,"Shikshanshastra Mahavidyalaya,KAGAL",2015,GIRLS HOSTEL KAGAL,Girls Hostel,50,0
4106,SRK Institute Of Management and Computer Education,2015,SRK INSTITUTE BOYS HOSTEL,Boys Hostel,100,10
41220,"Siddhant Institute of Business Management, A/p. Sudumbare, Tal. Maval, Dist.Pune 412109",2015,CAYMET's Siddhant Boys Hostel,Boys Hostel,400,300
29234,"Babe Ke Institute of Nursing, VPO Daudhar, Distt.Moga",2015,"Babe Ke Group of Institutes,V.P.O-Daudhar,Distt.-Moga",Boys Hostel,75,5
1219,"Shree PM Patel Institute of Business Administration, Anand",2015,Kamlaben Patel Girls Hostel,Girls Hostel,100,76
27919,"Shaheed Bhagat Singh College of Education, Patti.",2015,Shri Madhu Sudan Boys Hostel,Boys Hostel,250,0
41638,"Al-Ameen Educational & Medical Foundations Sharadchandraji Pawar College of Education, Pune",2015,Al Ameen Boys Hostel,Boys Hostel,210,0
52450,"State Institute of Hotel Management and Catering Technology and Applied Nutrition, New Tehri",2015,Girls Hostel,Girls Hostel,60,27
41953,"M.E.T.Societys Institute of Management Bhujbal Knowledge City, Adgaon, Nashik",2015,MET BKC HOSTEL,Boys Hostel,50,2
41953,"M.E.T.Societys Institute of Management Bhujbal Knowledge City, Adgaon, Nashik",2015,MET BKC HOSTEL,Girls Hostel,50,3
48184,"SAMARTH RURAL EDUCATIONAL INSTITUTE, RAJURIs SAMARTH GROUP OF INSTITUTIONS FACULTY OF ENGINEERING, JUNNAR",2015,Samarth Hostel,Girls Hostel,70,34
6324,Institute of Engineering and Management 300,2015,CF175,Girls Hostel,20,19
6324,Institute of Engineering and Management 300,2015,MAHISBATHAN BOYS,Boys Hostel,29,28
13765,"Gramodhyogik Shikshan Mandals MITs Nursing College, Cidco, Aurangabad",2015,MIT Boys Hostel,Boys Hostel,70,30
47288,R P C DEGREE COLLEGE,2015,RPC,Boys Hostel,68,68
8394,Silapathar Science College P.O. Silapathar,2015,women hostel,Girls Hostel,21,21
19837,CMR Institute of Technology,2015,CMR Girls Hostel,Girls Hostel,300,300
19837,CMR Institute of Technology,2015,CMR Boys Hostel,Boys Hostel,300,300
49671,"SHREE ADARSH B SC COLLEGE, ADARSH EDUCATIONAL CAMPUS",2015,SHRI ADARSH GIRLS HOSTEL,Girls Hostel,200,5
6679,SHRI M H PATEL MAHAVIDHYALAYA SAMODA GANWADA,2015,mahamta Gandhi Hostel,Boys Hostel,100,67
6679,SHRI M H PATEL MAHAVIDHYALAYA SAMODA GANWADA,2015,mahamta Gandhi Hostel,Girls Hostel,100,43
12300,"JANTA MAHAVIDYALAYA, AJEETMAL,",2015,GIRLS HOSTEL,Girls Hostel,20,0
45706,"DOCTOR S COLLEGE OF NURSING (Inst. Code - 314), PUDUKKOTTAI",2015,"Doctors' Educational & Charitable Trust Hostel, Pudukkottai",Girls Hostel,220,185
42680,Balurghat B.Ed. College,2015,Do,Girls Hostel,50,50
41222,"Sanjibhai Rupajibhai Memorial Trusts S.S.R. College of Pharmacy,U.T.Dadra Nagar Haveli, Sayali Silvasa 396230",2015,SSR BOYS HOSTEL,Boys Hostel,180,22
83,"MERCHANT ENGG. COLLEGE, BASNA. VISNAGAR 065",2015,"ADARASH HOSTEL-A,GADHA",Boys Hostel,192,100
83,"MERCHANT ENGG. COLLEGE, BASNA. VISNAGAR 065",2015,"ADARASH HOSTEL-B,GADHA",Boys Hostel,192,40
83,"MERCHANT ENGG. COLLEGE, BASNA. VISNAGAR 065",2015,"ADARSH HOSTEL-D,GADHA",Girls Hostel,144,7
41908,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts,Commerce & Science College, Ahmednagar 414001",2015,"New Arts, Commerce & Science College,Girls Hostel",Girls Hostel,240,240
15229,"SRI JEE BABA COLLEGE OF LAW SAIMARI CHHATA, MATHURA",2015,BASUDEV HOSTEL,Boys Hostel,100,12
15229,"SRI JEE BABA COLLEGE OF LAW SAIMARI CHHATA, MATHURA",2015,RATNA DEVI BAI HOSTEL,Girls Hostel,100,22
44741,Swami Dhananjay Das Kathiababa Mahavidyalaya,2015,Swami Dhananjoy Das Kathiababa Mahavidyalaya Boys' Hostel,Boys Hostel,40,30
7494,"Maharashtra College of Engineering, Nilanga",2015,Girls Hostel,Girls Hostel,75,70
7494,"Maharashtra College of Engineering, Nilanga",2015,Guest House,Others,10,0
37100,Sri Venkateswara College of Computer Applications and Management,2015,sri venkateswara hostels,Boys Hostel,150,140
1170,"MB Patel College of Education, Vallabh Vidyanagar",2015,B.Ed. & CTE for Boys,Boys Hostel,60,0
37024,Sri Venkateswara Institute of Information Technology and Management,2015,sri venkateswara hostels,Boys Hostel,150,60
29116,"Dayanand Ayurvedic College, Mahatma Hans Raj Marg, G.T. Road, Jalandhar",2015,M.C. D.A.V. Hostel,Girls Hostel,140,92
29116,"Dayanand Ayurvedic College, Mahatma Hans Raj Marg, G.T. Road, Jalandhar",2015,M.c. DAV Boys Hostel,Boys Hostel,340,15
45219,"REGAL EDUCATION SOCIETYÃ¢Â€Â™S COLLEGE OF HOTEL MANAGEMENT AND TOURISM, RATNAGIRI",2015,Hostel for Girls,Girls Hostel,40,16
6238,Haldia Institute of Technology 103,2015,Newton Hall of Residence,Boys Hostel,278,231
6238,Haldia Institute of Technology 103,2015,Foreign Hostels,Boys Hostel,0,0
6238,Haldia Institute of Technology 103,2015,Gallileo Hall of Residence,Boys Hostel,278,227
6238,Haldia Institute of Technology 103,2015,CV Raman Hall of Residence,Boys Hostel,158,151
6238,Haldia Institute of Technology 103,2015,RANICHAK HOSTEL,Boys Hostel,224,196
6238,Haldia Institute of Technology 103,2015,Matangini Hall of Residence,Girls Hostel,320,305
6238,Haldia Institute of Technology 103,2015,Darwin Hall of Residence,Boys Hostel,320,285
42599,"B.B.S. PUBLIC MAHAVIDYALAYA, BARNA, LALGOPALGANJ, KUNDA, PRATAPGARH",2015,BBS GIRLS HOSTEL,Girls Hostel,40,30
7111,Monarch College of Art & Technology,2015,MCAT Boys Hostel,Boys Hostel,20,0
48713,SEVA VARATI B ED COLLEGE,2015,SEVAVARATI BOYS HOSTEL,Boys Hostel,48,5
44732,"Vivekananda Mahavidyalaya, Burdwan",2015,Ashapurna Devi,Girls Hostel,79,78
